"Handle","URL","Current Title","Current Description (first 200 chars)","Current Meta Description","Has JSON-LD","JSON-LD Type","Has Brand in JSON-LD","Has Reviews in JSON-LD","Has Offers in JSON-LD","Tag Count","Variant Count","Image Count","Recommended Title","Recommended Meta Description","Optimization Notes"
"varsity-hoodie-mardi-gras-2025","https://tascperformance.com/products/varsity-hoodie-mardi-gras-2025","Varsity Hoodie - Mardi Gras","Get in the Mardi Gras spirit with our Varsity Hoodie! This limited edition sweatshirt features an embroidered festive design. Made from a breathable, extra-soft, moisture-wicking blend of organic cott","Get in the Mardi Gras spirit with our Varsity Hoodie! This limited edition sweatshirt features an embroidered festive design. Made from a breathable, extra-soft, moisture-wicking blend of organic cotton and bamboo, our Varsity Crop Hoodie may sport a classic athletic vibe, but it performs like a champion. Featuring a s","Yes","Product","Yes","No","Yes","20","5","3","","","Add reviews/ratings to JSON-LD; Title may be too short"
"studio-fleece-hoodie-mardi-gras-2025","https://tascperformance.com/products/studio-fleece-hoodie-mardi-gras-2025","Studio Fleece Hoodie - Mardi Gras","Get in the Mardi Gras spirit with our Studio Fleece Hoodie! This limited edition sweatshirt features an embroidered festive design. Made from our signature lightweight, unbelievable soft fleece fabric","Get in the Mardi Gras spirit with our Studio Fleece Hoodie! This limited edition sweatshirt features an embroidered festive design. Made from our signature lightweight, unbelievable soft fleece fabric, it's durable for everyday wear, and incredibly comfortable so you can feel as soft as a cloud wherever you go. From ou","Yes","Product","Yes","No","Yes","16","5","4","","","Add reviews/ratings to JSON-LD"
"carrollton-lightweight-quarter-zip-mardi-gras-2025","https://tascperformance.com/products/carrollton-lightweight-quarter-zip-mardi-gras-2025","Carrollton Lightweight Quarter Zip - Mardi Gras","Get in the Mardi Gras spirit with our best-selling Carrollton Lightweight Quarter Zip! This limited edition mid-layer features an embroidered festive design. The Carrollton Quarter Zip's l ightweight ","The Carrollton Quarter Zip: Mardi Gras 2025. Made to transition from season to season. Moisture wicking, breathable, anti-odor, and comfortable.","Yes","Product","Yes","No","Yes","27","5","4","","","Add reviews/ratings to JSON-LD"
"womens-t-shirt-mardi-gras-2025","https://tascperformance.com/products/womens-t-shirt-mardi-gras-2025","Women's T-Shirt - Mardi Gras","Wear your NOLA pride close to your heart. This T-shirt celebrates the vibrant skyline and the spirit of a city that’s as bold, beautiful, and resilient as its people. We love you, New Orleans.","Wear your NOLA pride close to your heart. This T-shirt celebrates the vibrant skyline and the spirit of a city that’s as bold, beautiful, and resilient as its people. We love you, New Orleans. ","Yes","Product","Yes","No","Yes","21","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"mens-t-shirt-mardi-gras-2025","https://tascperformance.com/products/mens-t-shirt-mardi-gras-2025","Men's T-Shirt - Mardi Gras","Wear your NOLA pride close to your heart. This T-shirt celebrates the vibrant skyline and the spirit of a city that’s as bold, beautiful, and resilient as its people. We love you, New Orleans.","Wear your NOLA pride close to your heart. This T-shirt celebrates the vibrant skyline and the spirit of a city that’s as bold, beautiful, and resilient as its people. We love you, New Orleans. ","Yes","Product","Yes","No","Yes","22","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"odyssey-rec-short-6","https://tascperformance.com/products/odyssey-rec-short-6","Odyssey Rec Short","The Odyssey rec short is your go-to for everyday adventure. Designed with a mid-rise drawstring waistband and essential back zip pockets, it's as stylish as it is versatile and made to be your new fav","The Odyssey rec short has a mid-rise drawstring waistband and essential back zip pockets. It's made to be your new favorite shorts you reach for day after day.","Yes","Product","No","Yes","Yes","36","5","3","","","Add brand to JSON-LD; Title may be too short"
"vital-5in-2-in-1-short-2","https://tascperformance.com/products/vital-5in-2-in-1-short-2","Vital 5in 2-in-1 Short","Built for unmatched function and mobility, the Vital 5"" 2-in-1 Short moves with you through every workout. Crafted from lightweight stretch woven fabric with a supportive inner knit liner, it features","The Vital 5in 2-in-1 Short Green Quartz moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","40","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-5in-2-in-1-short-1","https://tascperformance.com/products/vital-5in-2-in-1-short-1","Vital 5in 2-in-1 Short","Built for unmatched function and mobility, the Vital 5"" 2-in-1 Short moves with you through every workout. Crafted from lightweight stretch woven fabric with a supportive inner knit liner, it features","The Vital 5in 2-in-1 Short Anchor moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","39","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-7in-2-in-1-short-1","https://tascperformance.com/products/vital-7in-2-in-1-short-1","Vital 7in 2-in-1 Short","Built for unmatched function and mobility, the Vital 7"" 2-in-1 Short moves with you through every workout. Crafted from lightweight stretch woven fabric with a supportive inner knit liner, it features","The Vital 7in 2-in-1 Short Black moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","40","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-7in-2-in-1-short-2","https://tascperformance.com/products/vital-7in-2-in-1-short-2","Vital 7in 2-in-1 Short","Built for unmatched function and mobility, the Vital 7"" 2-in-1 Short moves with you through every workout. Crafted from lightweight stretch woven fabric with a supportive inner knit liner, it features","The Vital 7in 2-in-1 Short Green moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","40","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-7in-unlined-short-2","https://tascperformance.com/products/vital-7in-unlined-short-2","Vital 7in Unlined Short","Built for unmatched function + mobility, the Vital 7"" Unlined Short moves with you through every workout. Crafted from lightweight stretch woven fabric, it features open side pockets, a secure mesh ph","The Vital 7"" Unlined Short Black moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","38","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-7in-unlined-short-1","https://tascperformance.com/products/vital-7in-unlined-short-1","Vital 7in Unlined Short","Built for unmatched function + mobility, the Vital 7"" Unlined Short moves with you through every workout. Crafted from lightweight stretch woven fabric, it features open side pockets, a secure mesh ph","The Vital 7"" Unlined Short Black moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","38","5","3","","","Add reviews/ratings to JSON-LD; Title may be too short"
"vital-7in-unlined-short","https://tascperformance.com/products/vital-7in-unlined-short","Vital 7in Unlined Short","Built for unmatched function + mobility, the Vital 7"" Unlined Short moves with you through every workout. Crafted from lightweight stretch woven fabric, it features open side pockets, a secure mesh ph","The Vital 7"" Unlined Short Black moves with you through every workout. It features open side pockets, a secure mesh phone pocket, and an elastic waistband.","Yes","Product","Yes","No","Yes","39","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"swift-lightweight-hooded-windbreaker-jacket-4","https://tascperformance.com/products/swift-lightweight-hooded-windbreaker-jacket-4","Swift Lightweight Hooded Windbreaker Jacket","Experience effortless performance in our Swift Hooded Windbreaker. This lightweight jacket has a water-resistant finish to keep you comfortable in any weather condition. Stylish and functional, it's y","The Swift Hooded Windbreaker Glacier Gray has a hood and water-resistant finish to keep you comfortable in any weather condition.","Yes","Product","No","Yes","Yes","34","5","3","","","Add brand to JSON-LD"
"nola-tank-2-21","https://tascperformance.com/products/nola-tank-2-21","NOLA Tank 2.0","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essent","The NOLA Tank is everything you want in a well-rounded women's activewear tank: technical performance, comfort, versatility and made sustainably.","Yes","Product","Yes","No","Yes","40","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"bambare-boxer-brief-4","https://tascperformance.com/products/bambare-boxer-brief-4","BamBare Boxer Brief","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualitie","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualities and function of your favorite workout clothes. Provides excellent support and comfort. Style #TMBB10.","Yes","Product","Yes","No","Yes","27","5","3","","","Add reviews/ratings to JSON-LD; Title may be too short"
"bambare-boxer-brief-6","https://tascperformance.com/products/bambare-boxer-brief-6","BamBare Boxer Brief","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualitie","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualities and function of your favorite workout clothes. Provides excellent support and comfort. Style #TMBB10.","Yes","Product","Yes","No","Yes","24","5","2","","","Add reviews/ratings to JSON-LD; Title may be too short"
"bambare-boxer-brief-11","https://tascperformance.com/products/bambare-boxer-brief-11","BamBare Boxer Brief","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualitie","We got tired of sweaty and smelly undershirts and underwear. The BamBare Boxer Brief is smarter than your average underwear because it feels as soft as your favorite under clothes but has the qualities and function of your favorite workout clothes. Provides excellent support and comfort. Style #TMBB10.","Yes","Product","Yes","No","Yes","17","5","1","","","Add reviews/ratings to JSON-LD; Title may be too short"
